id,userid,yearReg,companyName,companyWebsite,contactName,contactEmail,contactPhone,companyAddress1,companyAddress2,companyCity,companyState,companyZip,additionalContactInfo,previousAttendance,industry,majors,positionsAvailable,degreesNeeded,companyRegLocations,onlineEmpApplication,applicationHiringPolicy,numberRepsAttending,preferableDateofAttendance,attendingReception,companyProfile,paymentAddress1,paymentAddress2,paymentCity,paymentState,paymentZip,eligibleForDiscount,sponsorshipClass,dateCreated,dateModified,Building
41,89,2013,Citadel LLC,http://www.citadelgroup.com/,Allie McMahon,allie.mcmahon@citadelgroup.com,312-395-2359,131 S Dearborn Street,,Chicago,Illinois,60603,"Lindsay Martens – lindsay.martens@citadelgroup.com
Meredith Jordan – meredith.jordan@citadelgroup.com
Mandie Lupone – mandie.lupone@citadelgroup.com",Yes,Finance,CE:CS:EE:FE:IOE:,Full-time:,PhD:Masters:Bachelors:,Northeast:Midwest:,,1,3,Monday September 23,Yes,"Established in 1990, Citadel is a leading global financial institution with a diverse business platform built on a foundation of world-class talent, technology, and infrastructure. From proven asset management strategies to a strong capital markets platform, Citadel converts opportunity into results. Citadel operates in the world’s major financial centers including Chicago, New York, London, Hong Kong, San Francisco, Boston, and Dallas.",,,,none,,,,5/1/2013 9:38,7/25/2013 16:12,EECS
219,279,2013,Citrix,www.citrix.com,Bernadette Liasos,bernadette.liasos@citrix.com,408-790-8280,4988 Great America Parkway,,Santa Clara,California,95054,,Yes,Computer Software,CS:,Full-time:Summer Internship:,Masters:Bachelors:,West Coast:,www.citrix.com/careers,1,4,Tuesday September 24,Yes,"Citrix is a leading provider of virtual computing solutions that help people work and play from anywhere, on any device. Innovation, creativity and a passion for ever-improving performance drive our company and our people forward.",,,,none,,,,6/26/2013 16:03,7/13/2013 16:03,EECS
257,241,2013,Clarkston Consulting,www.clarkstonconsulting.com,Lesley Jones,ljones@clarkstonconsulting.com,919-484-4695,1007 Slater Road Ste 400,,Durham,North Carolina,27703,,Yes,Consulting,BME:CHEME:CS:EE:IOE:IP:MFE:MSE:ME:PHARM:,Full-time:,Bachelors:,West Coast:Southwest:Northeast:Midwest:Southeast:,,2,4,Monday September 23,No,"Clarkston Consulting is a different kind of management and technology consulting firm. We deliver a unique experience for market leaders within the Consumer Products and Life Sciences industries. By combining integrity, adaptability, and a whatever-it-takes attitude, we have achieved an extremely high rate of referral and repeat business and a 10-year average client
satisfaction rating of 97%.",,,,none,,,,7/17/2013 11:18,7/17/2013 11:18,EECS
195,249,2013,CME Group,http://www.cmegroup.com/,Bo,bo.nikolova@cmegroup.com,312-930-3361,20 S. Wacker,,Chicago,Illinois,60606,"Amy Detmer
amy.detmer@cmegroup.com",Yes,Finance,CE:CS:EE:FE:EE Systems:,Full-time:Summer Internship:,Bachelors:,Midwest:,"Please apply via our CME careers webpage
http://tbe.taleo.net/CH11/ats/careers/jobSearch.jsp?org=CMEGROUP&cws=1",1,4,Tuesday September 24,No,"As the world’s leading and most diverse derivatives marketplace, CME Group (www.cmegroup.com) is where the world comes to manage risk. Based in Chicago, with offices in New York, London, Singapore, Calgary, Houston, São Paulo, Singapore, Tokyo and Washington D.C., our team of more than 2,500 employees has an impact on the global economy every day.",,,,none,,,,6/17/2013 8:33,6/17/2013 8:33,EECS
62,92,2013,Cognizant Technology Solutions,www.cognizant.com,Lauren Castor,lauren.castor@cognizant.com,201-371-0250,500 Frank W. Burr Blvd,,Teaneck,New Jersey,7666,,Yes,Consulting,BME:CE:CS:EE:EP:IOE:ME:,Full-time:,Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,Please apply through ENGenius Jobs: https://engineering-umich-csm.symplicity.com/students/,2,3,Monday September 23,Yes,"Cognizant, is an American multinational provider of custom information technology, consulting and business process outsourcing services headquartered in Teaneck, New Jersey, USA. The company is a member of NASDAQ-100, the S&P 500 and Fortune 500. Cognizant has been named to the 2011 Fortune 100 Fastest-Growing Companies List for the ninth consecutive year.",500 Frank W. Burr Blvd,,Teaneck,New Jersey,7666,,Gold,5/1/2013 12:36,5/1/2013 12:36,EECS
240,299,2013,Colgate-Palmolive,http://www.colgate.com/app/Colgate/US/HomePage.cvsp,Rafael Pinoargotty,Rafael_Pinoargotty@colpal.com,732-878-6147,909 River Road,,Piscataway,New Jersey,8854,"Tish Archie
212-310-3865",No,Consumer Products,CHEME:EE:IOE:MFE:MSE:ME:,Summer Internship:,Bachelors:,Northeast:Midwest:,,2,3,Tuesday September 24,Yes,"Colgate-Palmolive is a leading global consumer products company, tightly focused on Oral Care, Personal Care, Home Care and Pet Nutrition. Colgate sells its products in over 200 countries and territories around the world under such internationally recognized brand names as Colgate, Palmolive, Mennen, Softsoap, Irish Spring, Protex, Sorriso, Kolynos, elmex, Tom’s of Maine, Sanex, Ajax, and Suavitel, as well as Hill’s Scieence.",909 River Road,,Piscataway,New Jersey,8854,,,7/10/2013 15:51,7/10/2013 15:51,EECS
253,313,2013,"Conestoga, Rovers & Associates, Inc.",www.craworld.com,Bob Yeigh,mconnors@craworld.com,716-362-8841,285 Delaware Avenue,Suite 500,Buffalo,New York,14202,ryeigh@craworld.com,Yes,Consulting,CHEME:CIVIL:EE:ENV:EE Systems:,Full-time:,Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,www.craworld.com,2,4,Tuesday September 24,No,"Conestoga-Rovers & Associates (CRA) provides comprehensive engineering, environmental consulting, construction, and information technology solutions for our clients. 
With more than 30 years of experience in providing high quality and responsive services, CRA has grown to over 90 offices and 3,000 employees working on projects worldwide.
If you’re driven, fast track your career here.",285 Delaware Avenue,Suite 500,Buffalo,New York,14202,,,7/15/2013 14:44,7/15/2013 14:44,EECS
114,158,2013,ConocoPhillips,www.conocophillips.com,BeLindia Fogle,belindia.l.fogle@conocophillips.com,918-661-0098,315 South Johnstone,,Bartlesville,Oklahoma,74004,,Yes,Energy,CHEME:ME:,Full-time:Summer Internship:,Masters:Bachelors:,Midwest:,http://www.conocophillips.com/EN/careers/univrecruit/jobsearch/pages/index.aspx,3,4,Monday September 23,Yes,"ConocoPhillips is the world’s largest independent upstream energy company, based on proved reserves and production of liquids and natural gas. Headquartered in Houston, Texas, the company had operations in almost 30 countries and approximately 16,700 employees as of May 1, 2012, with 2011 average production of 1.62 million BOE per day and proved reserves of 8.4 billion BOE as of Dec. 31, 2011.",,,,none,,,,5/9/2013 10:14,5/9/2013 10:14,EECS
88,141,2013,Consumers Energy,www.consumersenergy.com,Suzanne Jones,E-Recruiting@cmsenergy.com,517-788-1670,One Energy Plaza,,Jackson,Michigan,49201,,Yes,Energy,CHEME:CIVIL:CE:CS:EE:ME:,Summer Internship:,Bachelors:,Midwest:,,2,6,Monday September 23,Yes,"At Consumers Energy, our customers are at the heart of everything we do. Our ability to deliver reliable electric and natural gas services begins with our commitment to reflecting the unique character and diverse perspectives of the 6.5 million people we serve across Michigan. As a major Midwest company with more than 7,000 employees, we’re powered by the Value of All: the idea that every individual matters, and that the best way to serve our com",One Energy Plaza,,Jackson,Michigan,49201,,,5/3/2013 5:54,5/3/2013 5:54,EECS
73,128,2013,Continental Automotive Systems,www.careers-continental.com,Jaclyn DeFranceschi,jaclyn.defranceschi@continental-corporation.com,248-209-4000,2400 Executive Hills Boulevard,,Auburn Hills,Michigan,48326,Trisha Boehler,,Automotive & Transport Equipment,AUTO:CHEME:CE:CS:EP:IOE:MSE:ME:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,www.careers-continental.com,1,6,Monday September 23,No,"With sales of €30.5 billion in 2011, Continental is among the leading automotive suppliers worldwide. As a supplier of brake systems, systems and components for powertrains and chassis, instrumentation, infotainment solutions, vehicle electronics, tires and technical elastomers, Continental contributes to enhanced driving safety and global climate protection. Continental is also an expert partner in networked automobile communication. Continental",,,,none,,,,5/2/2013 1:26,8/27/2013 14:14,EECS
241,300,2013,Cooper Tire & Rubber Company,www.coopertire.com,Kristi Schaaf,ksschaaf@coopertire.com,419-420-6176,701 Lima Ave,,Findlay,Ohio,45840,Mr. Marion Waltz - mpwaltz@coopertire.com,Yes,Automotive & Transport Equipment,CHEME:CE:CS:IOE:MSE:ME:,Full-time:Co-Op:,Bachelors:,Midwest:,Apply at:  www.coopertirecareers.com,1,4,Tuesday September 24,No,"Cooper Tire & Rubber Company (Cooper) is the parent company of a global family of companies that specialize in the design, manufacture, marketing, and sales of passenger car and light truck tires. Cooper has joint ventures, affiliates and subsidiaries that also specialize in medium truck, motorcycle and racing tires.",,,,none,,,,7/11/2013 6:23,7/11/2013 6:23,EECS
316,405,2013,Counsyl,http://jobs.counsyl.com,Justine Lam,justine@counsyl.com,925-405-6252,180 Kimball Way,,South San Francisco,California,94080,"jayson@counsyl.com
courtney@counsyl.com
tarak@counsyl.com",No,Healthcare Products & Services,CE:CS:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,West Coast:,Please apply at http://jobs.counsyl.com,1,3,Tuesday September 24,Yes,The cost of sequencing human genomes is plunging - over 5x faster than the cost of computing; the potential impact on preventive healthcare & the medical landscape is boundless. The science is there but the scale isn't. That's where Counsyl comes in. We're now testing over 2.5% of all US births & building the technology platform to make genomics useful & accessible to everyone.,180 Kimball Way,,South San Francisco,California,94080,,,8/27/2013 18:13,8/27/2013 19:56,EECS
42,64,2013,Cummins Inc.,http://www.cummins.com/cmi/,Megan Bos,megan.n.bos@cummins.com,812-377-2226,4760 Ray Boll Blvd,,Columbus,Indiana,47203,,Yes,Automotive & Transport Equipment,AERO:AUTO:CHEME:CE:CS:EE:EP:ENV:IOE:MFE:Materials Sci,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,Northeast:Midwest:Southeast:,http://careers.cummins.com/,1,5,Monday September 23,Yes,"Cummins Inc., a global power leader, is a corporation of complementary business units that design, manufacture, distribute and service engines and related technologies, including fuel systems, controls, air handling, filtration, emission solutions and electrical power generation systems. Headquartered in Columbus, Indiana, Cummins employs approximately 46,000 people worldwide and serves customers in approximately 190 countries and territories.",,,,none,,,,5/1/2013 9:39,5/1/2013 9:39,EECS
158,209,2013,Cymer,http://www.cymer.com/,Michelle Vavra,michelle_vavra@cymer.com,858-385-5374,17075 Thornmint Ct.,,San Diego,California,92127,,Yes,Research & Development,AERO:CS:EE:EP:ME:NERS:EE Systems:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:,,1,2,Monday September 23,Yes,"Cymer has been the lithography light source leader for over 25 years. Through innovation, Cymer is an integral part of today's technology landscape - a critical part of the semiconductor manufacturing process.

Cymer is the leader in developing light sources used by chipmakers worldwide to pattern advanced semiconductor chips, and is pioneering development of next generation EUV sources.",17075 Thornmint Ct.,,San Diego,California,92127,,,5/28/2013 16:36,5/28/2013 16:36,EECS
233,291,2013,DCS Corp,www.dcscorp.com,Crystal C. Perry,ccperry@dcscorp.com,571-227-6290,6909 Metro Park Drive,Suite 500,Alexandria,Virginia,22310,,Yes,Aerospace,CE:CS:EE:EE Systems:,Full-time:Summer Internship:,PhD:Masters:,Northeast:,www.dcscorp.com/college,3,2,Tuesday September 24,No,"DCS Corp creates innovative technology solutions for our customers and seeks to develop successful working relationships to ensure that we meet our customers’ expectations and get the job done right. The value that we place on ensuring customer satisfaction is based on our strong corporate culture of empowerment, innovation, responsiveness, and professional excellence.",,,,none,,,,7/9/2013 7:00,7/9/2013 7:00,EECS
16,57,2013,Deloitte Consulting,www.deloitte.com,Tara Maggi,tamaggi@deloitte.com,216-589-5058,1278 West 9th Street,Suite 617,Cleveland,Ohio,44113,,Yes,Consulting,AERO:AOSS:AUTO:BME:CHEME:CIVIL:CE:CS:EE:EP:ENV,Full-time:,Bachelors:,Midwest:,"Please apply through your Career Center, and also at www.deloitte.com.",1,5,Monday September 23,Yes,"As the world’s largest management consulting firm, we help organizations build value by uncovering insights that create new futures and doing the hard work to improve performance.

Delivering this kind of value requires a broad range of talent and capabilities – across human capital, strategy & operations and technology – and importantly, aligned to the unique needs of specific sectors, businesses and organizations.",,,,none,,,,5/1/2013 6:51,5/1/2013 6:51,EECS
246,306,2013,Delphi,www.delphi.com,Sakshi Dhankar,sakshi.dhankar@delphi.com,248-813-1430,5820 Delphi Drive,,Troy,Michigan,48098,,Yes,Automotive & Transport Equipment,CE:CS:EE:,Full-time:Summer Internship:,Masters:Bachelors:,Midwest:,,1,4,Tuesday September 24,Yes,,5820 Delphi Drive,,Troy,Michigan,48098,,,7/12/2013 14:00,7/12/2013 14:00,EECS
258,321,2013,DELTA AIR LINES,WWW.DELTA.COM,JOYCE HAMEEN,joyce.hameen@delta.com,404-715-8931,1020 DELTA BLVD,,ATLANTA,Georgia,30354,SHERRY NOBLE (RECRUITING COORDINATOR) sherry.noble@delta.com,,Transportation,AERO:EE:ME:EE Systems:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,"http://www.deltajobs.net/career_destinations.htm
Requisition: 171281 - TechOps Fall 2013-Spring 2014 Co-op",1,4,Tuesday September 24,No,"Delta Air Lines stands ahead of the pack of network carriers with our strong balance sheet and continued commitment to transformation.

As an equal opportunity employer, Delta Air Lines, Inc. encourages workforce diversity. We recognize that by promoting the unique ideas and experiences of each individual, Delta positions itself as a company leader.",,,,none,,,,7/17/2013 15:24,7/17/2013 15:24,EECS
203,259,2013,DENSO International America,http://www.densocorp-na.com/,Deanna Celsi,Deanna_Celsi@Denso-Diam.Com,248-372-8336,24777 Denso Dr. PO Box 5047,,Southfield,Michigan,48086,,Yes,Automotive & Transport Equipment,AUTO:CE:CS:EE:IOE:MFE:ME:EE Systems:,Full-time:,Bachelors:,West Coast:Southwest:Midwest:Southeast:,http://www.densocorp-na.com/careers/current-openings,1,2,Monday September 23,Yes,"DENSO is a global automotive supplier of advanced automotive technology, systems and components, heading toward an automotive society where cars put less drag on the environment and drivers have fewer worries about traffic accidents.


DENSO's lead in developing this automotive society comes from anticipating the needs of automakers and closely partnering with customers right from the start.",24777 Denso Dr PO Box 5047,,Southfield,Michigan,48086,,,6/19/2013 13:56,6/19/2013 13:56,EECS
208,265,2013,"Department of Defense, Defense Threat Reduction Agency (DTRA)",www.DTRA.MIL,Elizabeth A. Nell,Elizabeth.Nell@DTRA.MIL,703-767-2926,8725 John J. Kingman Road,Stop 6201-ATTN J1 Outreach,Fort Belvoir,Virginia,22060,"Sharon Fernandez
Sharon.Ferandez@DTRA.MIL",No,Government,BME:CS:EP:IP:EE Systems:,Full-time:,PhD:Masters:Bachelors:,Southwest:Northeast:,"USA Jobs at the OPM Web Site.
All vacancies are posted via the USA Jobs site.",3,2,Monday September 23,Yes,"DTRA is the Department of Defense’s official Combat Support Agency for countering weapons of mass destruction. We are Subject Matter Experts on WMD and address the entire spectrum of chemical, biological, radiological, nuclear and high yield explosive threats. Our programs include research and development, operational support to U.S. warfighters on the front line, and an in-house WMD think tank that aims to anticipate and mitigate future threats.",,,,none,,,,6/24/2013 7:48,6/24/2013 7:48,EECS
76,131,2013,DePuy,www.careers.jnj.com,Kate Bugner,kate.bugner@rightthinginc.com,866-280-3180,3401 Technology Drive,,Findlay,Ohio,45840,,Yes,Healthcare Products & Services,BME:CHEME:EE:MSE:ME:,Co-Op:,Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,,2,2,Monday September 23,Yes,,3401 Technology Drive,,Findlay,Ohio,45840,,,5/2/2013 7:53,5/2/2013 7:53,EECS
154,205,2013,Det Norske Veritas,http://www.dnv.com/,Jennifer Foster,jennifer.foster@dnv.com,281-396-1205,1400 Ravello Dr,,Katy,Texas,77449,Patsy.Raveneau@dnv.com; John.Dasch@dnv.com,No,Energy,CHEME:MSE:ME:NAME:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,Southwest:,,1,2,Monday September 23,No,"DNV is an independent foundation with the purpose of safeguarding life, property, and the environment. Our core competence has been to identify, assess, and advise on how to manage risk. Whether we classify a ship, certify an automotive company’s management system, or advise on how to best maintain an aging oil platform, our focus is to safely and responsibly improve business performance.",,,,none,,,,5/23/2013 15:12,5/23/2013 15:12,EECS
120,103,2013,"Detroit Engineered Products, Inc.",www.depusa.com,Lavanya Gunasekaran,lavanya_g@depusa.com,248-269-7130,850 East Long Lake Road,,Troy,Michigan,48085,,No,Automotive & Transport Equipment,AERO:AUTO:CE:EE:EP:IP:MFE:ME:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,Midwest:,,1,4,Monday September 23,No,"Detroit Engineered Products, Inc. (DEP) has been a provider of innovative, cutting edge full-service technology products and services for over 16 years. DEP consistently delivers a competitive advantage to more than 250 corporate clients representing the Automotive, Aerospace, Defense, Biomedical, Oil & Gas, Alternate Power, Heavy Equipment and Consumer Products industry verticals. At DEP, we offer opportunities that empower employee innovation.",,,,none,,Yes,,5/13/2013 7:55,5/13/2013 7:55,EECS
197,250,2013,Discover Financial Services,www.discoverfinancial.com,Katrina DeSantis,katrinadesantis@discover.com,224-405-1486,2500 Lake Cook Rd,,Riverwoods,Illinois,60015,,No,Finance,FE:IOE:IP:MFE:ME:,Full-time:,Bachelors:,Midwest:,,3,2,Tuesday September 24,Yes,"Discover Financial Services is a direct banking and payment services company with one of the most recognized brands in U.S. financial services and one of the largest card issuers. We operate the Discover card, America’s cash rewards pioneer, and offers personal and student loans, online savings products, certificates of deposit and money market accounts. Its payment businesses consist of Discover Network, PULSE, and Diners Club International.",2500 Lake Cook Rd,,Riverwoods,Illinois,60015,,,6/18/2013 7:35,6/18/2013 7:35,EECS
304,374,2013,DISH Network,dish.com/university,Stephen Cook,stephen.cook@dish.com,517-643-0717,9601 South Meridian Blvd.,,Englewood,Colorado,80202,,No,Telecommunications,CS:IOE:,Full-time:,Bachelors:,Southwest:,dish.com/university,2,3,Tuesday September 24,No,"DISH Network is an innovative industry leader distinguished by its pioneering spirit.  Ever since our establishment in 1980, we’ve been the ideal workplace for people with adventurous spirit and creativity, smart risk takers and aggressive winners - all those for whom the status quo just isn’t enough.   Our Fortune 200 Company continues to define the curve in television entertainment.",,,,none,,,,8/5/2013 11:13,8/5/2013 11:13,EECS
167,221,2013,Domino's Pizza,careers.dominos.com,Nancy Farhat,nancy.farhat@dominos.com,734-930-3790,30 Frank Lloyd Wright Dr,,Ann Arbor,Michigan,48106,,Yes,Consumer Products,CE:CS:IOE:,Full-time:Summer Internship:,Bachelors:,Midwest:,careers.dominos.com,2,4,Tuesday September 24,No,"Founded in 1960, Domino's Pizza is the recognized world leader in pizza delivery operating a network of company-owned and franchise-owned stores in the United States and international markets. Domino's Pizza's Vision illustrates a company of exceptional people on a mission to be the best pizza delivery company in the world.",,,,none,,,,6/4/2013 7:18,6/4/2013 7:18,EECS
244,304,2013,Donald C. Cook Nuclear Plant-AEP,aep.com,Guy Packard,gcpackard@aep.com,269-466-3412,1 cook place,,Bridgeman,Michigan,49106,Tiffany Rydwelski-tmrydwelski@aep.com,Yes,Energy,CHEME:CIVIL:EE:ME:NERS:,Full-time:Summer Internship:,Bachelors:,Midwest:,,3,2,Tuesday September 24,No,"The Donald C. Cook Nuclear Plant is a two-unit electrical generating station located on 650 acres along Lake Michigan's eastern shoreline.  The station is owned and operated by Indiana Michigan Power (I&M), which is an operating company of American Electric Power (AEP). AEP is one of the largest electric utilities in the United States, delivering electricity to more than 5 million customers in 11 states.",5262 Cleveland Ave,,Stevensville,Michigan,49127,,,7/11/2013 12:34,7/11/2013 12:34,EECS
95,145,2013,Dow Chemical,www.dow.com,Patrick Gipson,pmgipson@dow.com,989-430-9943,"Michigan Operations, 963 Building",,Midland,Michigan,48642,Bob Ranger: rwranger@dow.com,Yes,Chemicals,CHEME:CE:CS:EE:IOE:IP:MFE:ME:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,West Coast:Southwest:Northeast:Midwest:Southeast:,www.careersatdow.com,2,12,Monday September 23,Yes,"Dow combines the power of science and technology to passionately innovate what is essential to human progress. We connect chemistry and innovation with the principles of sustainability to help address many of the world’s most challenging problems such as the need for clean water, renewable energy and conservation, and increasing agricultural productivity. In 2012, Dow had sales of $57 billion and approximately 54,000 employees worldwide.",,,,none,,,Diamond,5/6/2013 6:00,5/6/2013 6:00,EECS
39,85,2013,Dow Corning Corporation,www.dowcorning.com,Jennifer McDonald,college.recruiting@dowcorning.com,989-496-8769,2200 W. Salzburg Road,,Midland,Michigan,48686,,Yes,Manufacturing,CHEME:EE:MSE:ME:,Full-time:Summer Internship:,Bachelors:,Midwest:,www.dowcorning.com/careers,1,5,Tuesday September 24,Yes,"We are innovative leaders, unleashing the power of silicon to benefit everyone, everywhere.

From our pioneering role in the development and commercialization of silicones, Dow Corning has grown to become a global leader in silicon-based technology and innovation. 

Today, we develop performance-enhancing materials and solutions for virtually every industry in the world.",,,,none,,,,5/1/2013 9:25,5/1/2013 13:29,EECS
222,254,2013,Dow Jones,http://www.dowjones.com,Eric Ganz,kathy.campion@dowjones.com,609-627-1557,4300 Rt 1 North,,Monmouth Junction,New Jersey,8852,,No,Computer Software,CE:CS:EE Systems:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,Northeast:Midwest:,https://dowjones.taleo.net/careersection/djexternal/jobdetail.ftl?lang=en&job=hea00000a,1,2,Monday September 23,Yes,"Dow Jones & Company is a global provider of news and business information, delivering content to consumers and organizations via newspapers, Web sites, apps, video, newsletters, magazines, proprietary databases, conferences, and radio. Dow Jones has produced unrivaled quality content for over 100 years and today has one of the world’s largest news-gathering operations with 2,000 journalists in more than 50 countries.",,,,none,,,,6/30/2013 14:07,6/30/2013 14:07,EECS
71,73,2013,DRW Trading Group,www.drw.com,Maureen Hamilton,mhamilton@drw.com,312-542-3163,540 W. Madison,Ste. 2500,Chicago,Illinois,60661,,Yes,Banking,AERO:AOSS:AUTO:BME:CHEME:CIVIL:CE:CS:EE:EP:ENV,Full-time:Summer Internship:,PhD:Masters:Bachelors:,Midwest:,http://drw.submit4jobs.com/index.cfm?cid=83084&dept=camp,2,3,Monday September 23,No,"DRW Trading Group (DRW) is a principal trading organization. This means that all of our trading is for our own account and risk, and all of our methods, systems and applications are solely for our own use. Unlike hedge funds, brokerage firms and banks, DRW has no customers, clients, investors or third party funds.","540 W. Madison, Ste. 2500",,Chicago,Illinois,60661,,,5/1/2013 14:52,5/1/2013 14:52,EECS
68,121,2013,DTE Energy,www.dteenergy.com,Bette Matsen,matsenb@dteenergy.com,313-235-9129,One Energy Plaza,GO 215,Detroit,Michigan,48226,"Korina Kasperek (kasperekk@dteenergy.com), Scott Miller (millersd@dteenergy.com)",Yes,Energy,CHEME:CE:EP:ENV:ME:,Summer Internship:Co-Op:,Bachelors:,Midwest:,www.dteenergy.jobs,1,2,Monday September 23,Yes,"DTE Energy Co. (NYSE: DTE) is a diversified energy company involved in the development and management of energy-related businesses and services nationwide. Our largest operating subsidiaries are DTE Electric and DTE Gas. Together, these regulated utility companies provide electric and/or gas services to more than three million residential, business and industrial customers throughout Michigan.",,,,none,,,,5/1/2013 13:39,5/1/2013 13:39,EECS
139,189,2013,"Dwyer Instruments, Inc.",www.dwyer-inst.com,Mary Lou McFadden,mmcfadden@dwyermail.com,219-879-8868,102 Indiana Highway 212,P. O. Box 373,Michigan City,Indiana,46361,Tom Alexander,Yes,Manufacturing,CHEME:EE:ME:,Full-time:,Bachelors:,Midwest:,,1,3,Monday September 23,No,"Since the company was founded in 1931, customers have come to recognize Dwyer Instruments to stand for quality, reliability, and readily available low cost products, leading to sales of over $100 million.  We are a major player in the control and instrumentation industry covering the HVAC, chemical, food, oil and gas, and pollution control markets.",,,,none,,,,5/16/2013 9:58,5/16/2013 9:58,EECS
50,98,2013,Eaton Corporation,www.eaton.com/careers,Lina Morales,eaton@nc3.com,401-642-1721,1000 Eaton Blvd.,,Cleveland,Ohio,44122,,Yes,Aerospace,AERO:CE:EE:ENV:IOE:ME:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,,2,5,Monday September 23,No,"At Eaton, our businesses make a difference to the world. As a part of the company, you can make a difference.

Eaton is a diversified, Fortune 200, power management company that has been doing business for over 100 years. As a global technology leader, Eaton helps customers manage power, so buildings, airplanes, trucks, cars, machinery and entire businesses can do more while consuming less energy.",2 Pleasant Street,,Pawtucket,Rhode Island,2860,,,5/1/2013 10:14,7/24/2013 21:04,EECS
46,94,2013,Echelon Consulting,www.echelon.org,Robert Zahm,diana.hoffmann@echelon.org,(415) 340-22,"10 S. LaSalle,",ste 2320,Chicago,Illinois,60603,,Yes,Computer Software,CE:CS:EE:,Full-time:,Masters:Bachelors:,West Coast:Southwest:,,2,2,Tuesday September 24,Yes,"Echelon Consulting, L.L.C. delivers technology strategy consulting and application implementations to both local and multinational clients.  Our focus is on large-scale, enterprise business solutions, using current mobile and web-based technologies. Our business model is simple: Professionally-managed implementations with attention to quality, timeliness, professionalism, and cost.",10 S LaSalle,Suite 2320,Chicago,Illinois,60603,Yes,,5/1/2013 9:57,5/1/2013 9:57,EECS
275,344,2013,Eldon Water Inc.,www.eldonwater.com,Kirstin Lansdown,Kirstin.Lansdown@klenzoid.com,888-712-4000,600-39555 Orchard Hill PI.,,Novi,Michigan,48375,"Patrick Racine: Patrick.Racine@eldonwater.com
Kelley Jettie:
Kelley.Jettie@eldonwater.com
Joseph Ham:
Joseph.Ham@eldonwater.com
Kirstin Lansdown:
Kirstin.lansdown@klenzoid.com
Ted Kusz:
Ted.Kusz@klenzoid.com",No,Chemicals,CHEME:ENV:IOE:ME:,Full-time:,Bachelors:,Southeast:,http://www.eldonwater.com/Apply-Now_2/,2,5,Tuesday September 24,Yes,"Eldon Water is an industrial water treatment company offering programs that substantially reduce energy, water and chemical costs for steam boilers and cooling water systems.

Eldon Water's treatment programs are designed to prevent scale formation, inhibit corrosion and control micro-biological fouling while simultaneously protecting valuable assets and reducing wasted energy and water through its unique ""Least Cost Operating Solution"".",,,,none,,,,7/25/2013 11:41,7/25/2013 11:41,EECS
33,69,2013,Eli Lilly and Company,http://www.lilly.com,David Chan,chan_david@lilly.com,317-276-1502,Lilly Corporate Center,,Indianapolis,Indiana,46285,"Jennifer Campbell
campbell_jennifer_irene@lilly.com",Yes,Pharmaceutical,CHEME:EE:IOE:ME:PHARM:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,Midwest:,,2,9,Monday September 23,No,"Lilly makes medicines that help people live longer, healthier, more active lives. We were founded by Eli Lilly in 1876, and are now the 10th largest pharmaceutical company in the world. Lilly is consistently ranked as one of the best companies in the world to work for, and generations of Lilly employees have sustained a culture that values excellence, integrity and respect for people.",,,,none,,,Gold,5/1/2013 8:40,5/1/2013 8:40,EECS
293,360,2013,EMC,me.emc.com,Christina Guilbault,emc@nc3.com,401-642-1707,176 SOUTH STREET,,Hopkinton,Massachusetts,1748,,No,Computer Hardware,CE:CS:EE:,Full-time:Summer Internship:,Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,,2,2,Tuesday September 24,No,"EMC Corporation is a global leader in enabling businesses and service providers to transform their operations and deliver IT as a service. Fundamental to this transformation is cloud computing.  Through innovative products and services, EMC accelerates the journey to cloud computing, helping IT departments to store, manage, protect and analyze their most valuable asset — information — in a more agile, trusted and cost-efficient way.",2 Pleasant St.,,Pawtucket,Rhode Island,2860,,,8/1/2013 8:24,8/1/2013 8:24,EECS
